Site_Location,Size,Bath,Balcony,New_Total_Sqft,Price,area_type
Hingne Khurd,2 Bedroom,2,1,1000,60.5,Plot  Area
Jangali Maharaj Road,2 BHK,2,2,1090,34.628,Built-up  Area
Kalyani Nagar,2 Bedroom,2,0,1200,66,Plot  Area
Karve Nagar,3 BHK,4,2,1991,113.3,Super built-up  Area
Karve Road,2 BHK,2,1,1060,29.15,Super built-up  Area
Kasba Peth,2 BHK,2,1,1105,82.5,Super built-up  Area
Katraj,2 BHK,2,2,985,73.7,Built-up  Area
Khadaki,6 Bedroom,5,3,1533,93.5,Plot  Area
Khadki,3 BHK,3,2,1590,86.9,Super built-up  Area
Kharadi,2 BHK,2,2,1120,60.5,Super built-up  Area
Kondhwa,2 BHK,2,1,1069,60.5,Super built-up  Area
Kondhwa Budruk,3 BHK,3,2,1933,154,Super built-up  Area
Kondhwa Khurd,2 BHK,2,0,1194,75.9,Built-up  Area
Koregaon Park,2 BHK,2,3,1150,75.9,Super built-up  Area
Kothrud,2 BHK,2,2,1240,51.832,Super built-up  Area
Law College Road,2 BHK,2,2,1419,52.91,Super built-up  Area
Laxmi Road,8 Bedroom,8,2,1200,275,Plot  Area
Lulla Nagar,3 BHK,4,2,2150,264,Super built-up  Area
Mahatma Gandhi Road,3 BHK,3,2,1450,60.5,Super built-up  Area
Mangalwar peth,3 BHK,3,2,1630,75.119,Super built-up  Area
Manik Bagh,2 BHK,1,1,708,44,Super built-up  Area
Market yard,3 Bedroom,4,3,1000,121,Plot  Area
Model colony,4 Bedroom,4,3,11890,770,Plot  Area
Mukund Nagar,2 BHK,2,1,1250,83.6,Super built-up  Area
Mundhawa,3 BHK,2,1,1400,104.5,Super built-up  Area
Nagar Road,3 BHK,2,3,1670,62.7,Super built-up  Area
Nana Peth,3 BHK,3,2,1750,110,Super built-up  Area
Narayan Peth,2 BHK,2,1,1404,78.1,Super built-up  Area
Narayangaon,3 BHK,2,2,1715,104.5,Super built-up  Area
Navi Peth,1 BHK,1,1,630,38.115,Built-up  Area
Padmavati,3 BHK,3,2,1752.12,148.5,Super built-up  Area
Parvati Darshan,3 BHK,3,2,1650,85.8,Super built-up  Area
Pashan,2 BHK,2,1,1295,61.017,Super built-up  Area
Paud Road,3 Bedroom,3,2,1800,277.2,Plot  Area
Pirangut,2 BHK,2,1,1346,81.433,Super built-up  Area
Prabhat Road,4 Bedroom,4,2,1200,220,Plot  Area
Pune Railway Station,2 BHK,2,2,1150,60.5,Super built-up  Area
Rasta Peth,4 Bedroom,4,3,3309,357.5,Built-up  Area
Raviwar Peth,3 BHK,2,2,1190,33.385,Super built-up  Area
Sadashiv Peth,3 BHK,3,2,1620,107.8,Super built-up  Area
Sahakar Nagar,2 BHK,2,1,950,51.656,Super built-up  Area
Salunke Vihar,11 BHK,9,3,5000,396,Super built-up  Area
Sasson Road,3 BHK,3,0,2450,132,Super built-up  Area
Satara Road,3 BHK,2,1,1220,38.753,Super built-up  Area
Senapati Bapat Road,2 BHK,2,1,850,33,Super built-up  Area
Shaniwar Peth,2 BHK,2,2,1020,69.3,Built-up  Area
Shivaji Nagar,2 BHK,2,2,1100,55,Built-up  Area
Shukrawar Peth,2 BHK,2,2,1150,138.6,Super built-up  Area
Sinhagad Road,3 BHK,2,2,1760,143,Super built-up  Area
Somwar Peth,3 BHK,3,3,1800,121,Super built-up  Area
Swargate,2 BHK,2,1,1070,59.4,Super built-up  Area
Tilak Road,4 Bedroom,4,2,1500,242,Plot  Area
Uruli Devachi,2 Bedroom,2,0,1440,104.5,Plot  Area
Vadgaon Budruk,2 BHK,2,1,900,44,Super built-up  Area
Wadgaon Sheri,4 BHK,4,1,1200,253,Built-up  Area
Viman Nagar,2 BHK,2,1,1130,46.376,Super built-up  Area
Vishrant Wadi,2 BHK,2,1,1320,181.5,Super built-up  Area
Wagholi,2 BHK,2,1,1270,107.8,Super built-up  Area
Wakadewadi,2 BHK,2,1,1200,68.2,Built-up  Area
Wanowrie,4 BHK,4,2,4800,258.5,Super built-up  Area
Warje,2 BHK,2,1,1200,81.4,Super built-up  Area
Yerawada,2 BHK,2,0,929,55.187,Super built-up  Area
Alandi Road,4 BHK,4,2,1150,286,Built-up  Area
Ambegaon Budruk,4 Bedroom,4,3,1125,198,Plot  Area
Anandnagar,5 Bedroom,3,2,500,71.5,Plot  Area
Aundh,5 Bedroom,5,2,1200,209,Plot  Area
Aundh Road,3 BHK,3,2,1464,61.6,Super built-up  Area
Balaji Nagar,4 BHK,4,3,3600,440,Super built-up  Area
Baner,4 Bedroom,4,2,2000,108.9,Plot  Area
Baner road,2 BHK,2,1,1208,53.9,Super built-up  Area
Bhandarkar Road,2 BHK,2,2,1130,66,Super built-up  Area
Bhavani Peth,3 BHK,3,2,1753,132,Super built-up  Area
Bibvewadi,5 BHK,7,3,4500,370.7,Super built-up  Area
Bopodi,3 Bedroom,3,2,600,63.8,Plot  Area
Budhwar Peth,2 BHK,2,2,1196,103.862,Super built-up  Area
Bund Garden Road,2 BHK,3,3,1150,57.75,Built-up  Area
Camp,2 BHK,2,1,1128,69.3,Super built-up  Area
Chandan Nagar,2 BHK,2,1,1000,58.3,Super built-up  Area
Dapodi,2 BHK,2,1,1035,49.5,Super built-up  Area
Deccan Gymkhana,2 BHK,2,1,950,35.2,Built-up  Area
Dehu Road,3 BHK,2,1,1075,39.6,Super built-up  Area
Dhankawadi,2 BHK,2,1,1040,53.35,Super built-up  Area
Dhayari Phata,2 Bedroom,2,1,720,49.5,Plot  Area
Dhole Patil Road,3 BHK,3,1,1511,104.5,Super built-up  Area
Erandwane,3 BHK,3,1,1300,63.8,Built-up  Area
Fatima Nagar,3 BHK,3,1,1545,75.625,Super built-up  Area
Fergusson College Road,1 BHK,2,0,375,28.6,Built-up  Area
Ganesh Peth,2 BHK,2,3,1062,41.8,Super built-up  Area
Ganeshkhind,2 BHK,2,1,1115,44,Super built-up  Area
Ghorpade Peth,2 BHK,2,1,1000,38.5,Super built-up  Area
Ghorpadi,2 BHK,2,1,883,49.5,Super built-up  Area
Gokhale Nagar,2 BHK,2,1,1195,77,Super built-up  Area
Gultekdi,4 Bedroom,3,1,1200,181.5,Plot  Area
Guruwar peth,1 Bedroom,1,0,700,45.1,Built-up  Area
Hadapsar,2 BHK,2,1,1246,73.7,Super built-up  Area
Hadapsar Industrial Estate,4 Bedroom,4,2,660,99,Plot  Area
Hingne Khurd,4 Bedroom,4,2,8500,159.5,Plot  Area
Jangali Maharaj Road,4 BHK,4,1,1600,88,Super built-up  Area
Kalyani Nagar,4 BHK,5,3,2805,169.4,Super built-up  Area
Karve Nagar,3 BHK,3,2,1584,71.5,Super built-up  Area
Karve Road,4 Bedroom,5,1,3000,302.5,Plot  Area
Kasba Peth,3 BHK,2,2,1175,52.8,Built-up  Area
Katraj,3 BHK,3,2,1595,126.5,Built-up  Area
Khadaki,2 BHK,2,2,1353,121,Super built-up  Area
Khadki,3 BHK,3,2,1599,137.5,Super built-up  Area
Kharadi,2 BHK,2,1,1150,77,Super built-up  Area
Kondhwa,4 BHK,6,1,5230,511.5,Super built-up  Area
Kondhwa Budruk,2 BHK,2,2,1155,47.014,Super built-up  Area
Kondhwa Khurd,1 BHK,2,0,1200,93.5,Built-up  Area
Koregaon Park,2 BHK,2,1,1000,27.5,Super built-up  Area
Kothrud,4 BHK,4,2,3000,132,Super built-up  Area
Law College Road,3 BHK,3,1,1867,176,Built-up  Area
Laxmi Road,2 BHK,2,1,1251,51.7,Super built-up  Area
Lulla Nagar,2 BHK,2,1,1028,50.05,Super built-up  Area
Mahatma Gandhi Road,2 BHK,2,2,1222,49.5,Super built-up  Area
Mangalwar peth,3 BHK,2,1,1170,72.6,Super built-up  Area
Manik Bagh,3 BHK,4,1,2400,269.5,Super built-up  Area
Market yard,3 BHK,2,2,1385,53.328,Super built-up  Area
Model colony,2 BHK,2,1,1372,74.8,Super built-up  Area
Mukund Nagar,3 BHK,2,2,1282,53.9,Super built-up  Area
Mundhawa,9 BHK,9,3,5000,231,Super built-up  Area
Nagar Road,5 Bedroom,3,1,3000,580.8,Built-up  Area
Nana Peth,2 BHK,2,1,1135,43.703,Super built-up  Area
Narayan Peth,3 BHK,3,2,1768,111.1,Built-up  Area
Narayangaon,3 BHK,2,1,1325,99,Built-up  Area
Navi Peth,3 BHK,3,2,1599,108.9,Super built-up  Area
Padmavati,3 Bedroom,3,1,1500,68.145,Plot  Area
Parvati Darshan,3 Bedroom,3,0,2610,548.9,Plot  Area
Pashan,2 BHK,2,2,1286,69.3,Super built-up  Area
Paud Road,5 BHK,5,1,2845,154,Built-up  Area
Pirangut,3 BHK,2,2,1600,55,Super built-up  Area
Prabhat Road,2 BHK,2,0,1317.5,70.147,Super built-up  Area
Pune Railway Station,3 BHK,5,2,3450,286,Super built-up  Area
Rasta Peth,2 BHK,2,2,1102,59.037,Super built-up  Area
Raviwar Peth,2 BHK,2,2,1350,59.4,Super built-up  Area
Sadashiv Peth,3 BHK,2,2,1200,46.2,Super built-up  Area
Sahakar Nagar,6 Bedroom,6,0,1300,159.5,Plot  Area
Salunke Vihar,2 Bedroom,1,1,1800,88,Plot  Area
Sasson Road,2 BHK,2,1,950,44,Built-up  Area
Satara Road,1 BHK,1,1,525,29.975,Super built-up  Area
Senapati Bapat Road,2 BHK,2,1,656,27.5,Built-up  Area
Shaniwar Peth,4 Bedroom,4,3,1780,192.5,Plot  Area
Shivaji Nagar,2 BHK,2,1,1056,88,Super built-up  Area
Shukrawar Peth,1 BHK,1,1,595,36.652,Super built-up  Area
Sinhagad Road,2 BHK,2,2,1080,55,Built-up  Area
Somwar Peth,3 BHK,3,1,2225,176,Super built-up  Area
Swargate,2 BHK,2,1,1126,30.965,Super built-up  Area
Tilak Road,3 BHK,3,1,1490,92.4,Super built-up  Area
Uruli Devachi,4 Bedroom,4,1,2000,330,Plot  Area
Vadgaon Budruk,3 BHK,3,3,1550,110,Super built-up  Area
Wadgaon Sheri,3 BHK,3,2,1600,94.6,Super built-up  Area
Viman Nagar,2 BHK,2,1,1160,60.5,Built-up  Area
Vishrant Wadi,4 Bedroom,4,3,4144,346.5,Built-up  Area
Wagholi,3 BHK,3,2,2100,137.5,Super built-up  Area
Wakadewadi,2 BHK,2,1,1404,76.23,Super built-up  Area
Wanowrie,4 Bedroom,4,3,2230,247.5,Plot  Area
Warje,3 BHK,3,2,1544,132,Super built-up  Area
Yerawada,3 BHK,2,1,1305,64.57,Super built-up  Area
Alandi Road,2 BHK,2,2,1230,88,Super built-up  Area
Ambegaon Budruk,2 Bedroom,2,0,1200,71.5,Plot  Area
Anandnagar,3 BHK,3,1,1460,80.3,Super built-up  Area
Aundh Road,2 BHK,2,3,967,49.5,Built-up  Area
Balaji Nagar,1 Bedroom,1,1,540,39.6,Built-up  Area
Baner,1 BHK,1,2,715,50.6,Super built-up  Area
Baner road,3 BHK,3,2,2500,344.3,Super built-up  Area
Bhandarkar Road,3 BHK,3,1,1578,198,Super built-up  Area
Bhavani Peth,2 BHK,2,1,1020,53.845,Super built-up  Area
Bibvewadi,2 BHK,2,1,1020,44,Super built-up  Area
Bopodi,2 BHK,2,1,1253,112.2,Super built-up  Area
Budhwar Peth,2 BHK,2,2,1180,46.2,Super built-up  Area
Bund Garden Road,2 BHK,2,2,961,41.8,Super built-up  Area
Camp,3 BHK,3,3,1419,82.5,Built-up  Area
Chandan Nagar,3 BHK,3,2,1709,165,Super built-up  Area
Dapodi,2 Bedroom,2,0,1600,126.5,Plot  Area
Deccan Gymkhana,1 BHK,1,1,416,20.35,Super built-up  Area
Dehu Road,2 BHK,2,2,1100,107.8,Carpet  Area
Dhankawadi,3 BHK,2,1,1430,71.5,Super built-up  Area
Dhayari Phata,2 BHK,2,2,1260,49.5,Super built-up  Area
Dhole Patil Road,3 BHK,3,2,1630,93.5,Built-up  Area
Erandwane,3 BHK,3,2,1249,49.181,Super built-up  Area
Fatima Nagar,3 BHK,2,3,1450,93.5,Super built-up  Area
Fergusson College Road,3 BHK,3,1,2791,245.3,Super built-up  Area
Ganesh Peth,1 BHK,1,0,600,99,Super built-up  Area
Ganeshkhind,1 BHK,1,1,834,66,Built-up  Area
Ghorpade Peth,3 Bedroom,4,1,1125,77,Plot  Area
Ghorpadi,3 BHK,3,2,2060,154,Super built-up  Area
Gokhale Nagar,7 BHK,7,3,12000,2420,Super built-up  Area
Gultekdi,2 BHK,2,1,891,27.5,Built-up  Area
Guruwar peth,2 BHK,2,1,1133,53.977,Super built-up  Area
Hadapsar,3 BHK,2,1,1075,40.7,Built-up  Area
Hadapsar Industrial Estate,4 BHK,5,2,3000,286,Super built-up  Area
Hingne Khurd,4 Bedroom,5,2,2440,467.5,Plot  Area
Jangali Maharaj Road,2 BHK,2,2,1200,60.5,Built-up  Area
Kalyani Nagar,2 BHK,2,2,1075,50.38,Super built-up  Area
Karve Nagar,2 BHK,2,2,1140,44,Super built-up  Area
Karve Road,5 Bedroom,4,2,940,165,Plot  Area
Kasba Peth,6 Bedroom,5,1,2160,275,Plot  Area
Katraj,2 BHK,2,1,1090,46.2,Super built-up  Area
Khadaki,4 Bedroom,4,1,1500,77,Built-up  Area
Khadki,4 BHK,4,2,4104,396,Super built-up  Area
Kharadi,3 BHK,3,2,1790,110,Super built-up  Area
Kondhwa,3 BHK,3,2,1920,147.4,Super built-up  Area
Kondhwa Budruk,2 BHK,2,2,1374,104.5,Built-up  Area
Kondhwa Khurd,3 BHK,3,2,1445,104.5,Carpet  Area
Koregaon Park,1 BHK,1,1,711,39.6,Super built-up  Area
Kothrud,3 BHK,3,3,1500,104.5,Super built-up  Area
Law College Road,3 BHK,3,3,1720,110,Super built-up  Area
Laxmi Road,3 BHK,3,2,1400,66,Super built-up  Area
Lulla Nagar,2 BHK,2,2,1030,53.9,Built-up  Area
Mahatma Gandhi Road,2 BHK,2,1,1200,93.5,Super built-up  Area
Mangalwar peth,3 BHK,3,2,1375,77,Carpet  Area
Manik Bagh,2 Bedroom,1,2,1050,61.6,Plot  Area
Market yard,3 BHK,3,2,2250,176,Super built-up  Area
Model colony,2 BHK,2,2,1000,55,Super built-up  Area
Mukund Nagar,1 BHK,1,0,469,27.5,Super built-up  Area
Mundhawa,4 BHK,4,3,3800,275,Super built-up  Area
Nagar Road,2 BHK,2,1,883,31.9,Super built-up  Area
Nana Peth,3 BHK,2,3,1820,94.6,Super built-up  Area
Narayan Peth,3 BHK,2,3,1440,71.5,Built-up  Area
Narayangaon,6 BHK,4,1,3600,176,Super built-up  Area
Navi Peth,4 BHK,5,2,2500,357.5,Built-up  Area
Padmavati,2 BHK,2,2,1225,52.8,Super built-up  Area
Parvati Darshan,3 Bedroom,3,1,4000,726,Plot  Area
Pashan,2 BHK,2,3,875,58.08,Carpet  Area
Paud Road,1 BHK,1,2,750,44,Super built-up  Area
Pirangut,2 BHK,2,3,1180,88,Super built-up  Area
Prabhat Road,2 BHK,2,2,1194,51.7,Super built-up  Area
Pune Railway Station,3 BHK,2,2,1500,68.2,Super built-up  Area
Rasta Peth,2 BHK,2,2,1160,57.42,Super built-up  Area
Raviwar Peth,9 Bedroom,9,2,1276,291.5,Built-up  Area
Sadashiv Peth,3 BHK,3,1,2378,288.2,Super built-up  Area
Sahakar Nagar,2 BHK,2,1,1128,66,Super built-up  Area
Salunke Vihar,3 BHK,3,1,1500,165,Super built-up  Area
Sasson Road,3 BHK,2,1,1220,38.753,Built-up  Area
Satara Road,2 BHK,2,2,1210,63.8,Super built-up  Area
Senapati Bapat Road,3 BHK,2,1,1100,63.8,Super built-up  Area
Shaniwar Peth,3 BHK,3,2,1200,50.6,Super built-up  Area
Shivaji Nagar,4 BHK,5,2,3385,286,Built-up  Area
Shukrawar Peth,3 BHK,3,2,1641,72.6,Super built-up  Area
Sinhagad Road,2 BHK,2,1,1200,49.5,Super built-up  Area
Somwar Peth,2 BHK,2,1,1260,74.129,Super built-up  Area
Swargate,3 BHK,3,3,1720,85.8,Super built-up  Area
Tilak Road,2 BHK,2,0,1132.5,52.943,Super built-up  Area
Uruli Devachi,2 BHK,2,1,1210,50.578,Super built-up  Area
Vadgaon Budruk,4 Bedroom,4,2,2200,220,Built-up  Area
Wadgaon Sheri,3 BHK,2,1,1075,49.5,Super built-up  Area
Viman Nagar,3 BHK,3,2,1702,143,Built-up  Area
Vishrant Wadi,2 BHK,2,2,1630,220,Super built-up  Area
Wagholi,2 BHK,2,2,1141,42.405,Super built-up  Area
Wakadewadi,3 BHK,3,2,2072,118.8,Super built-up  Area
Wanowrie,5 BHK,2,2,5520,412.5,Super built-up  Area
Warje,3 Bedroom,2,0,1200,77,Built-up  Area
Yerawada,3 BHK,3,0,1350,84.7,Super built-up  Area
Alandi Road,4 Bedroom,4,0,4046,489.5,Built-up  Area
Ambegaon Budruk,3 BHK,2,2,1180,86.174,Super built-up  Area
Anandnagar,3 BHK,3,3,35000,143,Built-up  Area
Aundh,2 BHK,2,2,1355,126.5,Super built-up  Area
Aundh Road,1 Bedroom,1,0,600,55,Plot  Area
Balaji Nagar,7 Bedroom,7,2,1200,165,Plot  Area
Baner,3 BHK,2,1,1640,132,Super built-up  Area
Baner road,5 Bedroom,5,0,1200,110,Plot  Area
Bhandarkar Road,3 BHK,2,2,1190,62.7,Super built-up  Area
Bhavani Peth,4 Bedroom,4,2,2400,412.5,Plot  Area
Bibvewadi,2 BHK,2,2,1019,54.835,Super built-up  Area
Bopodi,3 BHK,3,2,1875,181.5,Super built-up  Area
Budhwar Peth,3 BHK,3,2,1250,44,Super built-up  Area
Bund Garden Road,3 Bedroom,3,2,1200,154,Plot  Area
Camp,2 BHK,2,1,1140,61.6,Super built-up  Area
Chandan Nagar,3 BHK,3,1,1683,119.9,Super built-up  Area
Dapodi,3 BHK,3,2,1515,91.63,Super built-up  Area
Deccan Gymkhana,4 BHK,4,2,2118,122.1,Super built-up  Area
Dehu Road,4 Bedroom,3,0,1380,63.8,Built-up  Area
Dhankawadi,2 BHK,2,2,1083,67.925,Super built-up  Area
Dhayari Phata,2 Bedroom,2,1,600,60.5,Plot  Area
Dhole Patil Road,3 BHK,3,3,2300,132,Built-up  Area
Erandwane,2 BHK,2,2,1240,66,Super built-up  Area
Fatima Nagar,3 BHK,3,1,1750,132,Super built-up  Area
Fergusson College Road,2 BHK,2,2,1230,47.828,Super built-up  Area
Ganesh Peth,3 Bedroom,3,1,1500,152.9,Plot  Area
Ganeshkhind,2 BHK,2,1,985,44.429,Super built-up  Area
Ghorpade Peth,3 Bedroom,2,1,1500,95.7,Plot  Area
Ghorpadi,2 BHK,2,1,1125,35.739,Built-up  Area
Gokhale Nagar,2 BHK,2,1,950,48.4,Built-up  Area
Gultekdi,5 BHK,2,2,5600,603.35,Super built-up  Area
Guruwar peth,3 BHK,3,3,1580,83.6,Super built-up  Area
Hadapsar,3 Bedroom,2,1,1092,108.35,Plot  Area
Hadapsar Industrial Estate,2 BHK,2,1,1090,31.174,Built-up  Area
Hingne Khurd,3 Bedroom,3,1,2264,174.9,Built-up  Area
Jangali Maharaj Road,3 BHK,2,2,1033,28.083,Super built-up  Area
Kalyani Nagar,2 BHK,2,2,810,26.95,Super built-up  Area
Karve Nagar,2 BHK,2,0,1045,49.5,Super built-up  Area
Karve Road,2 BHK,2,1,1337,90.2,Super built-up  Area
Kasba Peth,2 BHK,2,2,1200,35.2,Super built-up  Area
Katraj,3 BHK,3,2,1580,176,Super built-up  Area
Khadaki,3 BHK,2,3,1500,59.4,Super built-up  Area
Khadki,3 BHK,4,2,1640,100.1,Super built-up  Area
Kharadi,3 BHK,3,2,1570,68.2,Super built-up  Area
Kondhwa,3 BHK,2,2,1470,90.2,Super built-up  Area
Kondhwa Budruk,2 BHK,2,2,1160,44.671,Super built-up  Area
Kondhwa Khurd,2 BHK,2,1,1050,78.1,Built-up  Area
Koregaon Park,3 BHK,3,1,1855,247.5,Super built-up  Area
Kothrud,3 BHK,2,1,1460,99,Super built-up  Area
Law College Road,3 BHK,3,2,1823,110,Built-up  Area
Laxmi Road,2 BHK,2,2,1094,46.2,Super built-up  Area
Lulla Nagar,2 BHK,2,2,1153,62.7,Super built-up  Area
Mahatma Gandhi Road,3 BHK,3,1,1325,62.7,Built-up  Area
Mangalwar peth,4 Bedroom,3,2,1200,93.5,Plot  Area
Manik Bagh,3 BHK,2,2,1590,137.5,Built-up  Area
Market yard,5 Bedroom,4,2,1210,176,Plot  Area
Model colony,4 Bedroom,4,0,1200,242,Plot  Area
Mukund Nagar,2 BHK,2,1,1202,52.8,Super built-up  Area
Mundhawa,2 BHK,2,1,1202,58.3,Built-up  Area
Nagar Road,2 BHK,2,3,1200,68.75,Super built-up  Area
Nana Peth,3 BHK,3,1,1688,129.8,Super built-up  Area
Narayan Peth,2 BHK,2,1,1020,57.2,Built-up  Area
Narayangaon,2 BHK,2,2,1185,51.7,Super built-up  Area
Navi Peth,2 BHK,2,1,1235,57.244,Super built-up  Area
Padmavati,4 BHK,5,1,3205,550,Super built-up  Area
Parvati Darshan,2 BHK,2,2,1077,41.404,Super built-up  Area
Pashan,3 BHK,2,3,1415,72.6,Super built-up  Area
Paud Road,3 BHK,3,2,2330,178.2,Super built-up  Area
Pirangut,2 BHK,2,2,805,38.5,Super built-up  Area
Prabhat Road,1 BHK,1,0,425,22.033,Built-up  Area
Pune Railway Station,2 BHK,2,3,1155,65.945,Super built-up  Area
Rasta Peth,4 BHK,4,3,5270,1375,Super built-up  Area
Raviwar Peth,2 BHK,2,1,656,24.2,Super built-up  Area
Sadashiv Peth,2 BHK,2,0,1100,52.8,Built-up  Area
Sahakar Nagar,2 BHK,2,3,1150,57.2,Super built-up  Area
Salunke Vihar,1 Bedroom,1,1,600,66,Plot  Area
Sasson Road,2 BHK,2,1,1468,154,Super built-up  Area
Satara Road,4 Bedroom,5,2,4300,605,Plot  Area
Senapati Bapat Road,3 BHK,4,2,2280,138.6,Super built-up  Area
Shaniwar Peth,2 BHK,2,1,1341,106.7,Super built-up  Area
Shivaji Nagar,2 BHK,2,1,1279,84.7,Super built-up  Area
Shukrawar Peth,4 BHK,4,0,2225,108.768,Super built-up  Area
Sinhagad Road,2 BHK,2,2,1185,47.861,Super built-up  Area
Somwar Peth,3 BHK,3,2,1750,93.5,Super built-up  Area
Swargate,2 BHK,2,1,1152,58.85,Super built-up  Area
Tilak Road,5 Bedroom,4,1,1000,176,Plot  Area
Uruli Devachi,2 BHK,2,3,1300,39.6,Super built-up  Area
Vadgaon Budruk,4 Bedroom,4,2,2760,170.5,Plot  Area
Wadgaon Sheri,2 BHK,2,2,1070,42.9,Super built-up  Area
Viman Nagar,2 BHK,2,0,1101,49.5,Super built-up  Area
Vishrant Wadi,2 BHK,2,1,775,60.5,Super built-up  Area
Wagholi,1 BHK,1,1,667,40.535,Super built-up  Area
Wakadewadi,2 BHK,2,1,1070,60.5,Super built-up  Area
Wanowrie,3 BHK,2,2,1875,121,Built-up  Area
Warje,2 BHK,2,1,735,63.789,Super built-up  Area
Yerawada,5 Bedroom,4,1,4360,99,Plot  Area
Alandi Road,3 BHK,3,2,1750,143,Super built-up  Area
Ambegaon Budruk,2 BHK,2,1,1215,73.7,Super built-up  Area
Anandnagar,9 Bedroom,9,3,600,209,Plot  Area
Aundh,2 BHK,2,1,820,33,Super built-up  Area
Aundh Road,2 BHK,2,0,1177.5,65.9285,Super built-up  Area
Balaji Nagar,3 BHK,3,2,1779,98.571,Super built-up  Area
Baner,2 BHK,2,2,1105,63.8,Built-up  Area
Baner road,1 BHK,2,1,1276,102.3,Built-up  Area
Bhandarkar Road,3 BHK,3,2,1650,66,Super built-up  Area
Bhavani Peth,2 BHK,2,2,1694,165,Super built-up  Area
Bibvewadi,3 BHK,3,1,2376,223.3,Super built-up  Area
Bopodi,3 BHK,3,3,1975,165,Super built-up  Area
Budhwar Peth,2 BHK,2,1,674,36.3,Super built-up  Area
Bund Garden Road,2 BHK,2,1,1185,45.1,Super built-up  Area
Camp,1 RK,1,0,445,30.8,Super built-up  Area
Chandan Nagar,6 Bedroom,7,2,900,83.6,Built-up  Area
Dapodi,3 BHK,3,2,1475,82.5,Super built-up  Area
Deccan Gymkhana,3 BHK,3,3,1618,90.75,Super built-up  Area
Dehu Road,2 BHK,2,0,1120,71.5,Super built-up  Area
Dhankawadi,4 BHK,3,2,2181,167.2,Super built-up  Area
Dhayari Phata,4 Bedroom,4,0,1200,99,Plot  Area
Dhole Patil Road,6 Bedroom,4,3,600,71.5,Plot  Area
Erandwane,3 BHK,2,1,1556,65.043,Super built-up  Area
Fatima Nagar,2 BHK,2,1,1179,72.622,Super built-up  Area
Fergusson College Road,2 BHK,2,2,1296,91.3,Super built-up  Area
Ganesh Peth,2 BHK,2,2,1275,57.2,Built-up  Area
Ganeshkhind,7 Bedroom,2,2,1875,330,Built-up  Area
Ghorpade Peth,3 BHK,2,2,1400,84.7,Super built-up  Area
Ghorpadi,2 BHK,2,1,1222,69.3,Super built-up  Area
Gokhale Nagar,2 BHK,2,1,940,45.1,Super built-up  Area
Gultekdi,2 BHK,2,2,1185,46.86,Super built-up  Area
Guruwar peth,3 BHK,3,2,1779,123.2,Super built-up  Area
Hadapsar,3 BHK,3,2,1615,65.736,Super built-up  Area
Hadapsar Industrial Estate,4 BHK,2,2,4624.5,498.3,Super built-up  Area
Hingne Khurd,2 BHK,2,1,1056,67.1,Super built-up  Area
Jangali Maharaj Road,2 BHK,2,0,1100,50.6,Super built-up  Area
Kalyani Nagar,2 BHK,2,1,920,44,Built-up  Area
Karve Nagar,3 BHK,2,0,1602,82.5,Super built-up  Area
Karve Road,2 BHK,2,0,1176,68.2,Built-up  Area
Kasba Peth,4 Bedroom,3,1,675,64.9,Plot  Area
Katraj,3 BHK,3,0,1352,148.5,Super built-up  Area
Khadaki,3 BHK,3,3,1717,108.9,Built-up  Area
Khadki,4 Bedroom,4,1,10961,88,Plot  Area
Kharadi,4 BHK,4,3,2119,122.1,Super built-up  Area
Kondhwa,2 BHK,2,1,1246,74.03,Super built-up  Area
Kondhwa Budruk,2 BHK,2,1,1141,47.069,Super built-up  Area
Kondhwa Khurd,2 BHK,2,1,1157,92.4,Built-up  Area
Koregaon Park,2 BHK,2,2,1025,30.448,Super built-up  Area
Kothrud,1 BHK,1,2,650,36.3,Built-up  Area
Law College Road,2 BHK,2,1,1349,107.8,Super built-up  Area
Laxmi Road,3 BHK,3,1,1566,91.63,Super built-up  Area
Lulla Nagar,4 BHK,3,3,2830,214.5,Super built-up  Area
Mahatma Gandhi Road,3 BHK,2,1,1320,41.943,Built-up  Area
Mangalwar peth,3 BHK,3,1,1780,93.313,Super built-up  Area
Manik Bagh,2 BHK,2,1,1091,38.39,Super built-up  Area
Market yard,4 BHK,4,3,3670,330,Super built-up  Area
Model colony,2 BHK,2,1,918,55.539,Built-up  Area
Mukund Nagar,4 BHK,4,0,1950,143,Super built-up  Area
Mundhawa,3 BHK,3,1,1695,99,Super built-up  Area
Nagar Road,3 BHK,3,2,1705,104.5,Super built-up  Area
Nana Peth,3 BHK,3,2,1375,82.5,Built-up  Area
Narayan Peth,1 BHK,1,1,525,33,Super built-up  Area
Narayangaon,2 BHK,2,1,1447,91.3,Built-up  Area
Navi Peth,2 BHK,2,1,1114,42.9,Super built-up  Area
Padmavati,3 BHK,2,1,1450,110,Super built-up  Area
Parvati Darshan,2 BHK,1,0,460,16.5,Super built-up  Area
Pashan,2 BHK,2,2,1022,44,Built-up  Area
Paud Road,2 BHK,2,2,1000,49.5,Built-up  Area
Pirangut,2 BHK,2,1,1128,75.625,Super built-up  Area
Prabhat Road,2 BHK,2,2,1180,62.7,Super built-up  Area
Pune Railway Station,6 Bedroom,6,1,1000,75.9,Built-up  Area
Rasta Peth,2 Bedroom,2,1,1200,165,Plot  Area
